months_as_customer,age,policy_state,policy_csl,policy_deductable,policy_annual_premium,umbrella_limit,insured_sex,insured_education_level,insured_occupation,insured_hobbies,insured_relationship,capital-gains,capital-loss,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,incident_city,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_make,auto_model,auto_year,fraud_reported,injury_claim_ratio,property_claim_ratio,vehicle_claim_ratio,net_capital,high_claim_flag
203,38,0,1,500,1394.43,0,0,5,7,16,1,0,0,2,0,0,0,5,1,7,1,0,0,1,1,55440,0,6160,49280,9,26,1999,1,0.0,0.11110910697858985,0.8888728558287188,0,0
22,25,2,1,2000,1053.24,0,0,1,9,12,2,51100,0,0,0,2,2,0,0,0,4,1,1,0,0,77130,8570,17140,51420,0,23,1995,0,0.11110967056047504,0.22221934112095007,0.6666580233628502,51100,1
211,35,0,0,500,1040.75,0,0,3,9,13,1,0,0,2,1,2,0,6,3,1,1,1,1,1,0,42000,7000,7000,28000,2,37,2011,0,0.1666626985071784,0.1666626985071784,0.6666507940287136,0,0
206,39,1,1,1000,1302.4,6000000,1,3,2,7,4,47200,-69700,0,1,2,0,1,2,12,3,0,2,3,1,36300,3300,9900,23100,5,13,2013,0,0.0909065865954106,0.2727197597862318,0.6363461061678741,-22500,0
166,38,0,0,2000,1588.55,0,1,4,10,18,4,59600,-32100,2,2,2,2,6,1,8,1,0,0,0,0,40320,5760,5760,28800,11,19,2001,0,0.14285359986111457,0.14285359986111457,0.7142679993055728,27500,0
165,32,1,2,500,1399.26,0,0,2,12,8,3,70500,0,1,1,1,3,3,4,9,1,0,2,0,0,3960,330,660,2970,2,22,1998,0,0.08331229487503156,0.1666245897500631,0.749810653875284,70500,0
274,43,2,0,2000,1352.31,0,1,1,4,1,5,40700,-47300,2,0,0,1,1,3,22,1,1,0,3,1,63840,10640,10640,42560,2,37,2006,1,0.16666405601416018,0.16666405601416018,0.6666562240566407,-6600,0
81,28,0,1,1000,1139.0,6000000,0,5,11,17,0,42400,0,0,0,0,1,4,3,0,3,0,1,2,0,44730,4970,4970,34790,10,1,2000,1,0.11110862712660124,0.11110862712660124,0.7777603898862087,42400,0
280,45,1,1,1000,1397.67,0,1,3,6,4,5,57900,0,0,0,1,2,1,0,0,3,1,1,2,0,84720,14120,14120,56480,5,13,1999,0,0.16666469942517204,0.16666469942517204,0.6666587977006881,57900,1
194,39,1,1,500,823.17,0,1,5,0,13,3,0,0,0,0,0,2,6,1,3,3,0,2,2,0,61500,6150,12300,43050,4,30,2012,0,0.09999837401017869,0.19999674802035738,0.6999886180712509,0,0
112,27,2,0,500,965.13,0,0,5,12,8,4,60000,-54800,0,0,0,0,0,0,21,3,0,0,1,0,51000,8500,8500,34000,9,29,2013,0,0.16666339875688713,0.16666339875688713,0.6666535950275485,5200,0
24,33,0,2,1000,1922.84,0,0,2,6,16,5,0,-45200,2,2,2,3,6,3,0,1,0,2,1,0,46800,4680,9360,32760,7,36,2002,0,0.09999786329351937,0.19999572658703874,0.6999850430546356,-45200,0
93,32,2,1,2000,1624.82,0,1,6,3,1,4,65300,-65600,2,2,1,0,6,3,16,1,0,1,1,0,78120,17360,8680,52080,2,0,2006,0,0.22221937763213476,0.11110968881606738,0.6666581328964043,-300,1
171,34,1,1,2000,1277.25,0,0,1,3,19,2,84900,0,2,1,0,3,1,6,14,1,0,1,2,0,69200,13840,6920,48440,13,28,1996,1,0.1999971098683545,0.09999855493417725,0.6999898845392407,84900,0
200,40,0,0,1000,1439.34,0,0,2,11,8,2,45300,-20400,3,1,1,3,5,5,9,1,0,0,0,0,3690,410,410,2870,5,13,2015,0,0.11108100785694934,0.11108100785694934,0.7775670549986453,24900,0
120,28,0,1,1000,1281.27,0,0,6,12,9,1,68900,0,0,1,1,1,4,6,9,3,0,0,3,0,65500,6550,6550,52400,2,37,2010,0,0.09999847330575105,0.09999847330575105,0.7999877864460084,68900,0
325,46,0,2,500,1348.83,0,0,2,9,1,5,46300,-77500,0,1,1,1,0,6,21,3,0,1,2,1,76120,13840,6920,55360,12,9,1999,0,0.181815793276494,0.090907896638247,0.727263173105976,-31200,1
124,32,0,1,1000,1198.15,0,0,4,7,10,1,0,-43200,0,0,2,2,5,6,19,3,0,0,2,1,73560,12260,12260,49040,2,37,1995,0,0.16666440097334184,0.16666440097334184,0.6666576038933674,-43200,1
211,35,2,0,2000,1221.22,0,1,5,6,4,2,76000,0,2,1,2,3,1,3,2,1,1,0,1,0,52030,9460,4730,37840,8,12,2008,0,0.1818146873978974,0.0909073436989487,0.7272587495915896,76000,0
287,41,0,2,2000,968.74,0,1,5,13,18,5,0,-49000,3,1,3,3,4,4,9,1,0,2,3,0,5170,470,940,3760,11,15,2001,0,0.09089151034616129,0.18178302069232258,0.7271320827692903,-49000,0
122,34,1,1,1000,1220.71,0,1,6,6,18,3,58600,-28700,1,1,1,3,4,3,5,1,0,2,1,1,8190,1890,1260,5040,3,32,2013,0,0.23074105725796606,0.1538273715053107,0.6153094860212428,29900,0
22,29,1,1,2000,1238.62,6000000,1,4,3,19,2,0,-56200,2,1,0,0,4,6,14,1,0,2,3,0,70800,7080,14160,49560,0,23,2012,1,0.09999858759057076,0.19999717518114152,0.6999901131339953,-56200,1
106,31,0,2,2000,1320.75,0,0,3,4,18,5,54100,0,0,1,2,3,6,6,20,3,0,0,3,1,45630,5070,5070,35490,0,23,2011,0,0.11110867611930486,0.11110867611930486,0.777760732835134,54100,0
398,58,2,0,500,990.98,0,0,0,3,6,5,0,-57900,2,0,0,3,0,4,18,1,1,2,1,0,99320,7640,15280,76400,0,33,2002,1,0.07692230243352363,0.15384460486704726,0.7692230243352363,-57900,1
214,41,0,2,500,1398.51,4000000,1,5,12,14,1,0,-57100,0,2,0,1,0,3,13,3,0,2,0,0,64000,12800,6400,44800,2,38,1996,1,0.19999687504882735,0.09999843752441367,0.6999890626708958,-57100,0
209,38,2,0,500,1355.08,0,0,4,7,9,2,58100,0,2,0,1,1,6,4,21,1,0,1,1,0,47300,4730,4730,37840,9,29,2014,0,0.09999788587979112,0.09999788587979112,0.799983087038329,58100,0
82,27,0,0,1000,1384.51,0,1,6,0,15,1,13100,-38200,2,1,0,2,4,6,14,1,0,2,3,0,71680,8960,8960,53760,13,20,2007,1,0.12499825616272095,0.12499825616272095,0.7499895369763256,-25100,1
193,41,2,1,500,847.03,0,0,3,2,16,1,0,0,2,2,0,2,4,6,1,1,0,1,0,1,112320,17280,17280,77760,11,19,2011,1,0.1538447841454403,0.1538447841454403,0.6923015286544814,0,1
134,32,2,0,1000,1000.06,0,0,6,4,0,5,0,0,2,2,2,2,1,1,17,1,0,1,0,0,82720,7520,15040,60160,1,4,2014,0,0.09090799192466242,0.18181598384932485,0.7272639353972994,0,1
288,45,0,0,1000,1046.71,0,1,5,8,14,0,0,0,0,1,0,1,0,2,4,3,0,2,1,0,48060,10680,5340,32040,8,7,2009,0,0.2222175984686128,0.1111087992343064,0.6666527954058384,0,0
104,32,1,1,500,1158.03,0,1,2,3,11,3,31900,-44600,0,1,2,3,1,5,23,3,1,1,3,1,63570,9780,9780,44010,13,20,2006,1,0.15384373377798052,0.15384373377798052,0.6922968020009124,-12700,0
431,54,2,0,1000,1372.27,0,0,5,2,13,3,17600,0,0,1,2,1,6,1,13,3,0,2,3,0,63240,10540,10540,42160,11,15,1997,0,0.16666403124555274,0.16666403124555274,0.6666561249822109,17600,0
101,33,2,0,1000,1053.04,7000000,0,5,7,15,3,52000,-44500,0,1,1,0,0,4,20,3,0,1,3,0,54240,9040,9040,36160,10,2,2013,1,0.16666359396028835,0.16666359396028835,0.6666543758411534,7500,0
375,50,2,0,1000,1275.39,0,1,0,11,3,2,0,0,2,0,0,3,1,5,16,1,1,2,3,0,37280,0,0,37280,1,5,1996,1,0.0,0.0,0.9999731766851747,0,0
461,61,2,0,2000,1402.75,0,1,3,3,8,0,0,0,0,1,1,3,1,1,10,3,0,2,1,1,72100,7210,14420,50470,7,36,2006,0,0.09999861305668438,0.19999722611336876,0.6999902913967906,0,1
428,59,1,1,500,1344.36,7000000,0,3,9,10,2,0,0,1,1,1,3,6,3,8,1,0,2,3,0,6500,1300,650,4550,10,1,2013,0,0.19996923550223042,0.09998461775111521,0.6998923242578065,0,0
45,38,1,0,1000,1197.71,0,1,5,6,12,1,29000,0,0,0,2,0,6,6,17,3,0,2,0,0,78240,13040,13040,52160,11,21,2013,0,0.16666453649621044,0.16666453649621044,0.6666581459848417,29000,1
136,29,2,0,500,1203.24,0,0,3,13,18,2,62500,-66900,3,1,1,3,1,1,9,1,0,2,0,0,6200,1240,620,4340,6,6,1999,0,0.19996774713755847,0.09998387356877923,0.6998871149814546,-4400,0
216,36,1,2,1000,1152.4,0,0,0,8,15,4,39600,-82400,1,1,1,3,5,6,0,1,1,2,3,0,6160,560,1680,3920,8,12,2014,0,0.09089433533517287,0.2726830060055186,0.6362603473462101,-42800,0
278,48,1,2,2000,1142.62,7000000,0,4,4,7,1,0,-54000,2,0,2,0,4,4,12,1,0,2,0,0,76050,11700,11700,52650,3,32,1997,0,0.15384413091215104,0.15384413091215104,0.6922985891046798,-54000,1
295,48,2,2,1000,1332.07,0,0,4,3,14,4,49700,-59100,0,2,2,0,1,2,20,2,0,2,1,1,86060,13240,13240,59580,13,28,2002,0,0.15384436620536596,0.15384436620536596,0.6922996479241468,-9400,1
112,30,2,2,1000,1166.54,0,0,5,9,17,1,47700,-59300,2,0,0,1,4,0,3,1,1,2,0,0,107900,10790,21580,75530,4,27,1997,1,0.09999907322452989,0.19999814644905978,0.6999935125717093,-11600,1
122,34,0,1,500,1495.06,0,0,5,9,14,4,38100,-31400,0,1,2,1,3,1,18,3,0,2,0,1,99990,18180,18180,63630,8,12,2011,0,0.18181636347271254,0.18181636347271254,0.6363572721544939,6700,1
108,29,1,2,1000,1337.92,0,0,6,1,3,1,71400,0,0,2,1,0,6,1,4,3,0,2,2,1,61380,11160,5580,44640,11,21,2012,0,0.18181521969339046,0.09090760984669523,0.7272608787735618,71400,0
14,28,2,1,2000,1587.96,0,0,0,2,2,4,0,-26900,2,1,0,1,6,5,18,1,0,2,1,1,71280,12960,12960,45360,1,5,2012,1,0.18181563109383989,0.18181563109383989,0.6363547088284396,-26900,1
298,45,0,2,1000,1362.29,0,1,2,4,19,4,0,-51100,0,0,1,0,1,3,18,3,0,0,0,0,64000,12800,6400,44800,10,3,1999,0,0.19999687504882735,0.09999843752441367,0.6999890626708958,-51100,0
276,46,0,1,500,1448.84,0,0,5,6,3,0,0,-50000,1,1,3,3,4,2,7,1,0,0,1,0,5940,660,660,4620,12,18,2015,0,0.1110924086854065,0.1110924086854065,0.7776468607978455,-50000,0
47,37,1,1,2000,1241.97,0,1,2,7,12,1,75400,0,1,1,1,3,1,2,18,1,0,1,0,0,6700,670,670,5360,7,36,2011,0,0.09998507685420087,0.09998507685420087,0.799880614833607,75400,0
222,42,0,1,500,1124.6,0,1,0,1,10,1,0,0,0,1,1,3,1,0,23,3,1,0,0,0,51740,11940,7960,31840,7,36,2006,0,0.23076477068475676,0.15384318045650452,0.6153727218260181,0,0
119,28,2,1,2000,1079.92,0,1,2,6,10,0,88800,0,2,1,2,0,3,5,1,1,0,0,1,1,53600,6700,6700,40200,13,20,2007,1,0.12499766795395609,0.12499766795395609,0.7499860077237365,88800,0
73,29,0,1,1000,1447.78,0,1,1,10,2,5,35100,-59900,0,1,2,2,4,0,15,3,1,1,0,0,44910,4990,4990,34930,4,27,2001,0,0.1111086370822293,0.1111086370822293,0.7777604595756051,-24800,0
8,31,1,1,500,1229.16,4000000,0,4,13,11,5,0,-88300,0,0,0,1,3,2,2,3,0,0,2,1,48100,11100,7400,29600,13,20,2014,0,0.23076443317186754,0.15384295544791168,0.6153718217916467,-88300,0
294,44,0,0,1000,1226.49,0,0,6,4,11,4,53900,0,3,1,3,3,6,5,3,1,0,0,1,0,6100,610,1220,4270,5,16,2002,0,0.09998360924438617,0.19996721848877233,0.6998852647107031,53900,0
324,46,1,0,2000,897.89,6000000,1,4,12,2,5,0,-41300,2,1,1,2,3,2,13,1,0,1,0,1,79600,15920,15920,47760,7,36,2011,0,0.1999974874687504,0.1999974874687504,0.5999924624062511,-41300,1
155,34,1,0,500,1706.79,0,1,5,10,7,2,0,0,2,0,1,0,2,2,1,1,0,1,1,1,77040,8560,8560,59920,6,10,1998,0,0.11110966887761062,0.11110966887761062,0.7777676821432744,0,1
261,45,0,1,1000,1254.18,0,0,6,9,11,2,0,-45100,2,1,1,1,4,1,16,1,1,0,1,0,62590,11380,11380,39830,13,20,2003,0,0.18181527695675098,0.18181527695675098,0.6363534693486284,-45100,0
245,40,1,2,500,885.08,0,0,5,1,16,2,27000,-58900,2,0,2,2,6,3,0,1,1,0,1,0,85150,13100,13100,58950,3,25,1998,0,0.15384434710103229,0.15384434710103229,0.6922995619546453,-31900,1
235,39,0,0,500,1046.58,4000000,1,4,12,8,5,0,-31700,3,1,3,3,1,2,1,1,0,2,1,0,4950,450,900,3600,3,32,2010,0,0.09089072914562715,0.1817814582912543,0.7271258331650172,-31700,0
53,36,2,2,2000,1712.68,0,1,0,5,1,1,72200,0,0,2,0,1,5,5,17,3,0,2,0,1,51100,10220,5110,35770,1,4,2006,0,0.1999960861822665,0.09999804309113325,0.6999863016379327,72200,0
426,54,0,2,2000,1097.71,0,0,5,0,15,1,29600,-22300,2,2,1,3,4,6,13,1,1,2,3,0,100800,16800,16800,67200,4,27,1997,0,0.16666501324391622,0.16666501324391622,0.6666600529756649,7300,1
111,27,1,1,500,1363.77,4000000,0,5,12,8,0,51100,0,2,2,2,3,5,6,12,1,1,2,3,0,90970,16540,16540,57890,0,31,2009,0,0.18181618317925494,0.18181618317925494,0.6363566411273922,51100,1
86,26,2,0,500,1382.88,7000000,1,3,12,6,2,0,-30300,2,1,1,3,4,3,11,1,0,1,1,1,81840,14880,7440,59520,3,25,2011,1,0.1818159602155399,0.09090798010776995,0.7272638408621596,-30300,1
296,46,2,0,1000,1141.35,7000000,1,5,2,17,1,0,0,2,0,0,0,1,3,18,1,0,0,2,0,54900,5490,5490,43920,8,7,2013,0,0.09999817853955302,0.09999817853955302,0.7999854283164242,0,0
125,35,2,2,500,1054.83,7000000,1,3,12,6,0,0,-51300,2,0,2,1,1,3,17,1,1,2,3,0,88660,8060,16120,64480,8,7,2007,1,0.09090806555306166,0.18181613110612332,0.7272645244244933,-51300,1
177,34,0,0,2000,1057.77,0,0,3,12,3,4,0,-57700,0,0,2,0,0,5,22,3,0,1,1,0,18000,2250,2250,13500,1,4,2009,0,0.1249930559413366,0.1249930559413366,0.7499583356480195,-57700,0
238,39,1,1,2000,1488.02,0,0,3,10,8,2,0,-39200,3,1,1,3,1,4,9,1,1,1,3,1,5500,1100,550,3850,3,34,2010,0,0.19996364297400473,0.09998182148700237,0.6998727504090165,-39200,0
81,25,1,0,500,920.3,5000000,0,2,12,10,3,51000,-67900,0,1,0,2,6,2,11,3,0,1,0,0,73920,13440,6720,53760,6,10,2003,1,0.18181572218990544,0.09090786109495272,0.7272628887596218,-16900,1
128,28,2,2,1000,986.53,0,0,2,0,14,2,62700,0,2,1,2,0,5,1,11,1,0,0,2,1,101860,18520,18520,64820,6,8,2007,0,0.18181639685453707,0.18181639685453707,0.6363573889908797,62700,1
449,57,2,1,2000,1440.68,0,1,0,12,12,3,25000,0,1,1,1,3,4,5,8,1,1,0,1,1,5390,980,980,3430,13,28,2008,0,0.181784455574105,0.181784455574105,0.6362455945093675,25000,0
252,39,1,1,1000,1086.21,0,1,3,4,10,4,68500,-57500,2,2,1,3,4,6,18,1,0,1,2,0,50490,5610,5610,39270,9,26,2001,0,0.1111089104989008,0.1111089104989008,0.7777623734923056,11000,0
359,47,2,0,2000,1367.68,0,0,4,5,1,4,0,0,2,0,2,3,4,0,13,1,0,0,3,0,55500,5550,11100,38850,8,7,2012,0,0.09999819823066251,0.19999639646132503,0.6999873876146375,0,0
19,32,2,2,1000,1215.85,0,1,2,7,10,0,42900,-90200,3,1,1,3,5,2,8,1,1,1,1,1,7040,1280,640,5120,9,26,2015,0,0.1817923590399091,0.09089617951995455,0.7271694361596364,-47300,0
73,26,0,1,2000,1191.19,4000000,1,4,4,1,1,29300,0,0,1,2,2,5,4,9,3,0,0,1,1,40160,5020,0,35140,3,34,2003,0,0.12499688752770101,0.0,0.8749782126939071,29300,0
285,44,0,2,1000,1594.45,0,1,2,5,3,0,0,0,0,2,2,1,0,1,17,2,1,2,3,0,55680,6960,6960,41760,10,3,2006,0,0.12499775506905407,0.12499775506905407,0.7499865304143245,0,0
196,36,1,1,2000,1463.07,0,1,4,1,16,3,0,0,3,1,3,3,6,6,3,1,0,1,1,0,5300,530,530,4240,7,17,2001,1,0.09998113563478589,0.09998113563478589,0.7998490850782871,0,0
223,43,2,1,500,1734.09,0,0,4,0,4,1,0,0,1,1,3,3,6,0,6,1,1,0,3,0,5200,650,650,3900,0,23,2006,0,0.12497596616035378,0.12497596616035378,0.7498557969621227,0,0
328,48,0,1,500,1411.43,0,1,5,1,3,3,45100,-32800,2,0,0,0,1,5,17,1,1,2,1,0,59400,5940,11880,41580,6,10,2014,0,0.0999983165266578,0.1999966330533156,0.6999882156866046,12300,0
285,43,2,0,2000,1512.58,0,0,1,11,13,2,47600,0,3,1,1,3,4,0,7,1,0,1,1,0,2520,280,280,1960,2,0,1997,0,0.11106703689012297,0.11106703689012297,0.7774692582308608,47600,0
30,31,0,1,2000,1153.35,0,1,6,2,9,1,0,0,3,1,3,3,1,2,9,1,0,2,1,1,5760,960,960,3840,11,19,2011,0,0.16663773650407915,0.16663773650407915,0.6665509460163166,0,0
342,49,2,1,500,1722.95,0,1,6,13,0,1,63100,-13800,2,1,1,1,6,2,3,1,0,2,0,1,76700,7670,7670,61360,11,21,2006,0,0.09999869623603343,0.09999869623603343,0.7999895698882674,49300,1
219,39,1,1,2000,1281.07,7000000,0,2,10,2,4,0,0,1,1,3,3,1,6,6,1,0,0,2,0,5920,740,740,4440,3,25,2015,0,0.1249788887012329,0.1249788887012329,0.7498733322073974,0,0
468,62,0,0,500,1011.92,0,1,6,6,13,5,0,0,0,1,0,1,4,5,7,3,1,0,3,0,64350,7150,7150,50050,3,34,2009,0,0.11110938446954981,0.11110938446954981,0.7777656912868487,0,0
241,39,0,1,2000,1042.26,0,1,3,11,11,0,0,0,0,1,2,0,6,3,21,3,0,1,2,0,19080,4240,2120,12720,10,2,1995,0,0.22221057596562024,0.11110528798281012,0.6666317278968608,0,0
223,43,2,2,500,1235.1,0,0,5,12,8,1,66400,-34400,2,1,1,3,4,6,14,1,0,2,1,0,54400,5440,5440,43520,2,22,2011,0,0.09999816179849635,0.09999816179849635,0.7999852943879708,32000,0
128,32,2,0,2000,768.91,0,0,1,11,5,2,0,-39300,2,1,2,1,4,1,0,1,0,1,0,0,59800,5980,5980,47840,5,14,1999,1,0.09999832778716075,0.09999832778716075,0.799986622297286,-39300,0
124,29,2,2,500,1301.72,0,1,5,5,9,0,0,0,0,2,0,3,5,6,14,3,0,0,3,1,72000,7200,7200,57600,1,4,2005,0,0.09999861113040097,0.09999861113040097,0.7999888890432078,0,1
343,48,1,1,500,1451.54,3000000,1,3,0,10,0,0,0,0,2,2,3,4,5,13,4,0,2,3,0,65070,7230,14460,43380,8,7,2003,0,0.11110940357455702,0.22221880714911404,0.6666564214473422,0,0
404,53,1,1,500,767.14,0,1,0,11,15,1,25500,-36700,1,1,3,3,6,1,8,1,0,0,1,0,8800,1760,880,6160,11,21,2002,0,0.19997727530962392,0.09998863765481196,0.6999204635836836,-11200,0
63,24,2,1,2000,1620.89,0,0,2,5,12,2,0,0,3,1,1,3,0,2,7,1,0,2,0,0,6120,1020,1020,4080,12,11,2015,0,0.16663943800032674,0.16663943800032674,0.666557752001307,0,0
210,37,1,2,2000,1048.46,0,1,2,8,16,1,59900,0,3,1,3,3,2,1,9,1,0,1,2,0,7080,1180,590,5310,4,30,1999,0,0.16664312950148283,0.08332156475074141,0.7498940827566728,59900,0
335,50,2,0,1000,1538.26,6000000,1,2,11,19,2,62200,-31400,0,2,1,0,1,5,12,3,1,2,3,1,34320,8580,4290,21450,13,28,2009,0,0.24999271582995833,0.12499635791497916,0.6249817895748958,30800,0
11,40,2,2,2000,1217.69,0,0,4,9,15,5,24000,0,0,2,0,2,4,6,6,3,0,1,0,0,53460,9720,9720,34020,4,27,2004,1,0.18181478086829653,0.18181478086829653,0.6363517330390378,24000,0
142,33,1,0,2000,1362.64,5000000,0,3,3,6,5,0,0,2,2,2,2,0,1,11,1,1,1,3,0,81360,6780,13560,61020,11,21,2009,1,0.0833323090915795,0.166664618183159,0.7499907818242155,0,1
272,43,2,0,1000,1279.13,0,1,6,2,3,2,0,0,0,2,1,0,0,6,5,3,0,1,2,1,81070,7370,14740,58960,1,4,2006,1,0.09090796955754832,0.18181593911509664,0.7272637564603865,0,1
69,26,0,0,2000,924.72,0,0,2,6,0,4,0,0,2,0,1,1,1,1,14,1,0,2,2,0,63120,5260,10520,47340,1,5,2008,0,0.0833320131176629,0.1666640262353258,0.7499881180589661,0,0
38,28,2,1,1000,1019.44,0,1,5,13,19,1,0,-39700,3,1,3,3,0,6,17,1,0,2,1,0,7200,1440,720,5040,2,37,2004,0,0.19997222607971116,0.09998611303985558,0.699902791278989,-39700,0
328,46,0,2,500,1314.6,0,0,4,9,8,1,24800,0,2,1,2,2,6,2,0,1,0,2,3,0,70290,12780,6390,51120,10,1,1998,1,0.181815595168656,0.090907797584328,0.727262380674624,24800,0
281,43,2,0,1000,1515.18,6000000,1,1,8,4,2,0,0,0,2,1,1,4,4,21,3,0,1,0,0,60190,9260,9260,41670,2,38,1999,0,0.15384359788008173,0.15384359788008173,0.6922961904603678,0,0
246,44,2,1,2000,1649.18,0,1,1,4,0,2,0,-58600,2,0,0,2,1,2,18,1,1,1,2,1,61380,11160,5580,44640,6,10,2009,1,0.18181521969339046,0.09090760984669523,0.7272608787735618,-58600,0
298,49,2,1,500,1451.01,0,0,1,7,8,3,47800,0,2,0,1,0,1,6,17,1,0,2,2,0,28100,2810,5620,19670,7,17,2012,0,0.09999644140777908,0.19999288281555816,0.6999750898544536,47800,0
330,50,0,2,1000,978.46,0,0,2,11,19,0,0,0,2,2,2,1,1,2,19,1,1,0,0,0,49060,8920,8920,31220,3,32,1995,0,0.1818144758565867,0.1818144758565867,0.6363506654980534,0,0
362,50,0,1,500,1198.34,4000000,1,0,11,2,5,53000,-72500,0,2,2,1,1,1,17,3,0,1,1,0,57060,6340,6340,44380,8,12,1995,0,0.11110916387725417,0.11110916387725417,0.7777641471407791,-19500,0
241,38,1,0,2000,1003.23,0,0,0,12,11,1,0,0,0,2,0,1,5,0,23,3,0,0,3,1,77880,12980,12980,51920,0,23,2008,0,0.16666452664963213,0.16666452664963213,0.6666581065985285,0,1
245,41,1,2,2000,1212.0,0,1,5,3,1,4,24400,-60500,2,0,2,0,1,6,4,1,1,0,1,1,73500,7350,14700,51450,7,36,1999,0,0.09999863947429287,0.19999727894858574,0.6999904763200501,-36100,1
371,52,0,1,1000,1242.96,7000000,0,2,7,13,3,0,-37100,0,1,1,2,1,5,2,2,1,2,0,0,88920,6840,13680,68400,0,31,2010,0,0.07692221185096884,0.15384442370193768,0.7692221185096884,-37100,1
343,52,0,2,1000,1053.02,0,0,0,9,3,1,0,0,2,0,0,2,1,0,2,1,0,0,2,0,47630,12990,4330,30310,12,11,2005,1,0.27272154689173017,0.09090718229724339,0.6363502760807037,0,0
377,53,0,0,500,1693.63,0,0,4,2,11,4,0,-64000,0,0,2,1,6,2,10,3,1,1,3,0,59040,6560,6560,45920,10,2,2015,0,0.11110922917972256,0.11110922917972256,0.7777646042580579,-64000,0
154,37,0,1,1000,2047.59,0,0,4,4,7,2,0,-67800,2,1,1,2,4,1,2,1,0,0,3,0,79530,14460,7230,57840,0,23,2000,0,0.18181589568847367,0.09090794784423684,0.7272635827538947,-67800,1
166,34,2,0,1000,1083.72,0,0,2,6,0,5,65600,-68200,2,2,2,2,1,1,18,1,0,0,2,1,53680,4880,4880,43920,6,8,2005,0,0.09090739740317803,0.09090739740317803,0.8181665766286023,-2600,0
298,46,2,2,1000,1138.42,6000000,1,3,9,7,3,36900,-55000,2,2,1,3,4,0,18,1,0,2,3,1,33550,3050,6100,24400,13,28,2005,0,0.09090638132991564,0.1818127626598313,0.7272510506393252,-18100,0
235,42,1,1,500,1072.62,0,0,5,6,8,0,39900,-60200,0,2,2,2,6,6,7,4,0,2,1,1,69100,6910,6910,55280,12,18,2006,0,0.09999855284294004,0.09999855284294004,0.7999884227435203,-20300,0
172,35,0,0,2000,1219.04,0,1,4,5,13,3,63600,-68700,0,1,0,3,2,2,19,3,0,2,0,0,79750,14500,14500,50750,9,29,1999,0,0.1818159019949593,0.1818159019949593,0.6363556569823576,-5100,1
27,28,1,0,2000,1371.78,0,1,3,4,14,2,0,-32500,0,0,0,2,3,5,10,3,0,0,2,1,53600,5360,10720,37520,1,5,2015,1,0.09999813436316486,0.19999626872632972,0.699986940542154,-32500,0
428,54,1,0,2000,1506.21,0,1,5,13,11,4,0,-24400,0,2,1,1,1,5,16,3,0,1,0,0,76560,12760,6380,57420,9,35,2009,0,0.16666448975326864,0.08333224487663432,0.7499902038897088,-24400,1
99,32,1,0,1000,1058.21,3000000,1,3,2,9,4,0,0,2,0,2,1,1,0,17,1,1,1,1,0,41130,4570,4570,31990,4,30,1999,0,0.1111084097152999,0.1111084097152999,0.7777588680070993,0,0
107,26,0,2,2000,932.14,0,1,4,11,6,3,40600,0,0,1,2,1,4,1,2,3,0,2,3,0,78650,14300,7150,57200,1,4,1996,1,0.18181587010972525,0.09090793505486262,0.727263480438901,40600,1
272,41,2,2,2000,1608.34,0,0,0,4,15,3,33300,-10600,2,2,0,2,1,6,19,1,0,1,1,0,71060,6460,12920,51680,10,1,2010,0,0.09090781159848581,0.18181562319697162,0.7272624927878865,22700,1
151,37,1,2,1000,1728.56,0,0,5,4,7,3,54000,0,2,0,1,1,6,4,0,1,1,1,1,0,38830,3530,3530,31770,11,21,1999,0,0.09090674976178827,0.09090674976178827,0.8181607478560944,54000,0
249,43,0,1,1000,1518.46,0,0,4,1,6,3,0,0,2,0,0,1,4,5,16,1,0,0,0,1,53500,5350,5350,42800,10,1,2015,0,0.0999981308760584,0.0999981308760584,0.7999850470084672,0,0
177,38,0,0,2000,1540.19,0,0,1,0,16,2,0,-74500,2,0,0,2,5,1,20,1,1,2,0,0,73700,7370,7370,58960,3,32,2001,1,0.0999986431663071,0.0999986431663071,0.7999891453304568,-74500,1
190,40,2,2,2000,965.21,0,0,3,3,4,2,36900,-53700,1,1,3,3,4,2,10,1,0,2,1,1,6300,630,630,5040,9,35,2001,0,0.09998412950325346,0.09998412950325346,0.7998730360260277,-16800,0
174,36,0,0,2000,1278.75,0,0,1,12,13,3,53200,-53800,0,1,2,0,1,5,21,3,0,2,2,0,65400,10900,10900,43600,4,30,2012,0,0.1666641182856531,0.1666641182856531,0.6666564731426124,-600,0
95,28,2,1,1000,773.99,0,1,0,1,2,2,0,-70300,3,1,3,3,3,6,3,1,1,1,2,0,3200,640,320,2240,8,12,2014,0,0.1999375195251484,0.0999687597625742,0.6997813183380194,-70300,0
371,51,1,2,1000,1532.47,0,0,0,12,9,2,60300,-24700,2,1,0,1,1,0,7,1,1,0,3,1,75400,7540,15080,52780,4,30,2012,1,0.09999867375764247,0.19999734751528495,0.6999907163034973,35600,1
